passage.number,passage,annotator,nondomestic,notes
752,"""Yes, of course. First of all — ah, I cannot go on in this way, cataloguing things,"" exclaimed Eleanor passionately. "" It is too horrible. I don't believe I have the right to ask one of these questions ; and yet I feel as if so much depended on my knowing the answers to them ! "" She had sat up, and leaned forward, looking with intense earnestness, pleading earnestness at him. Michael, imperceptibly to her, caught his breath. The temptation was strong to bid her ask what she would, since he knew her motives must be pure.",alex,,
757,"I believe he promised him over and over again — seeing that he was a boy of talents above the common order — that he would place him in some occupation either be- longing to the law, the church, or medicine, that would give scope for the employment of his faculties — if he would but apply and render himself fit for it. But you know nothing would induce Paul to set seriously to work — to labour — drudge, if you will, as people must labour who hope to succeed. Nothing could persuade him to cross his inclination for wasting his time in vain, aimless wanderings, whether of mind or body."" A pause of a few seconds, but the husband made no answer. Kate went on. "" He was unfit for any profession. Not pious enough for the church, not industrious enough for the law, still less calculated for medicine.",alex,,
762,"The little man starts from his chair ; another instant, and he has passed the screen ; his arm is around his daughter. "" Georgina,"" he says in accents hoarse with sorrow, "" you have grieved me once to-night, inadvertently I know, but cruelly. Will you, my child, yet grieve me further ? Unintentionally I have overheard a part of your discourse. I bid you, if you love me, I bid you forgive the Captain. He has been over hasty, but — "" "" Oh, papa,"" cries the girl, resting her head on her father's bosom, "" you do not know all he has said."" "" Forgive him, Georgie. He thought that you sinned knowingly."" ""And if I do forgive him I shall be wretched, when every one supposes I am an impudent creature.",alex,,
767,"""Julia!"" he said, at length, ""I firmly be- lieved that I could never hope again ; for more than four years I have believed the letter you wrote to me from Eagle's Cliff had sealed my fate for ever ; and what leads me to think otherwise at this moment ? Who shall say ? 1 cannot. I cannot even guess why it is that, in defiance of that letter, in defiance of your own assurance, so calmly, so deliberately given, I should be mad enough to risk the agony of another refusal. But were I to ask the same question of you that I presume that unhappy young man to have asked — if once more I were to ask you to be my wife, would you repeat your tremendous 1 Never ! never ?' """,alex,,
772,"He had worked for an hour on the full- length reproduction of the family miiiia- VOL. I. p ture, and then had turned to the ' Butter- cups,' and began painting a hazy land- scape background taken from a sketch which Coleman had lent him. The ances- tress, in her blue gown and gold-spotted gauze scarf, had been turned face to the wall, and Nellie Crane stood unfinished on the easel, when Felix heard a knock on the door. He shouted ' Come in !' but as no one entered, he sauntered across to interview the visitor. It was Lord Lillebonne. ' Oh, I beg your pardon, my lord !' cried Vereker ; ' I thought it would only be one of my set, some art-student.",alex,,
777,"Verily God hath manifested Himself unto us, and given comfort for the sorrow of the world ! ' She seemed yet entranced, — her eyes were luminous, her face glowingly beautiful as that of some inspired angel. Barabbas grew more and more impatient. ' Woman, thou art dazed or in a vision ! ' he exclaimed — ' Thy Master was ever a worker of miracles, and surely He hath worked them in the night that now is past! Prate not thus of His rising from the dead, — for of a truth methinks thou knowest that He hath never died ! ' Slowly Mary rose from her knees, and putting back the falling tresses of her long bright hair gazed at him amazedly.",alex,,
782,"She had insensibly habituated herself to regard him as the type of all that was best and noblest in human nature. His own hand had torn the veil aside. He himself had taught her the first bitter lesson of man's deceit and woman's credulity — of blighted hopes and betrayed affection; still the convic- tion of his unworthiness was fraught with far too much of misery and regret to be admitted without a struggle more severe than any which Emily had ever yet been called on to encounter. On the other hand, her position with re- gard to Lord Errington was scarcely less painful or perplexing. His very devotion, his generous disinterestedness, his un- bounded confidence, became only so many additional sources of shame and self-reproach. In the intimate intercourse which now sub- sisted between them (for his chief delight appeared to be in eliciting her sentiments on every subject, and in laying bare his whole heart before her in return), she had learned to estimate his noble character as it deserved, and painful indeed was the comparison which forced itself on her recol- lection between his highmindedness, his noble candour, his generous, self-denying affection, and that of one whom she had loved — "" not wisely, but too well."" She had learned, too, how rigid were his opinions on many subjects, how pure his sentiments on all ; and the knowledge, while it enhanced her sense of his superiority, brought with it, at the same time, a feeling of dread and self-accusation, and yet an increased desire for his good opinion, which was painfully at variance with the consciousness of decep- tion that made her feel ever a guilty thing when in his presence. '^",alex,,
787,"How can you support yourself V asked Dick. * Where would your supplies come from V ' I should leave the country, or enlist.' ' Not a cheerful programme ! You would soon be wishing you were back with me again, with plenty of money in your pockets, and little to do but spend it.' ' I think not,' said Charles, still speaking in the calmest tones. ' You had better let me go. I cannot work with you as another man could.' '",alex,,
792,"Emma would have gone with her, but Anne entreated to be left alone, observ^- ing, she could not talk, and wished to say it is one — but — my mother, I will tell thee all, and learn from thy lips how far I have strayed from the right path."" For the first night in her life anxiety banished sleep from the innocent Anne. She arose in the morning but little re- freshed, and at an early hour sought her mother ; but that kind parent still suf- fered from the headache that had ba- nished her from the family circle the preceding evening, and could not bear even the soft voice of her darling child. Neither the words nor manner of Anne Hammond on this evening escaped the observation of the eagerly watchful Lord Dun more, who waited some proof of reciprocal attachment before he ven- tured to declare sentiments, which he knew would create some commotion in the good friend's family. "" This proof,'* said he to himself, ** I have now happily received, and doubt and uncertainty shall not, dearest Anne, be added to your newly-awakened feelings, nor longer afflict and torment my peace. I will candidly open my heart to father and daughter immediately.""",alex,,
797,"I did not feel as if I were in the company of a creature of my own species; it appeared that he would not understand, though I spoke to him; so, I stood off, and held my tongue, in great perplexity. A movement of Catherine's relieved me a little presently: she put up her hand to clasp his neck, and bring her cheek to his, as he held her: while he, in return, covering her with frantic caresses, said wildly— “You teach me now how cruel you've been —cruel and false. Why did you despise me? Why did you betray your own heart, Cathy? I have not one word of comfort—you deserve this. You have killed yourself.",alex,,
802,"Maize is a colour that decidedly did not suit his complexion, and it is one that soon soils; why, then, did Mr Barton select it for domestic wear? Perhaps because he had a knack of hitting on the wrong thing in garb as well as in grammar. Mrs Barton now lighted her candle, and seated herself before her heap of stockings. She had something disagreeable to tell her husband, but she would not enter on it at once. “Have you had a nice evening, dear?” “Yes, pretty well. Ely was there to dinner, but went away rather early.",alex,,
