passage.number,passage,annotator,nondomestic,notes
753,"The mountains of the Ngome, and over- looking the forest of that name, are flat- topped, like all others in South Africa ; but Major Marter found the western slope to be dangerously precipitous, and thence he and his guides looked down into a densely wooded valley, lying more than two thousand feet below. About two miles distant, thin smoke could be seen ascending amid the greenery, from a small kraal by the side of a brawling stream, and therein Cetewayo was known to be. As cavalry could not reach the bottom without making a very long detour, the Major ordered all the mounted men to lay aside their bright steel scabbards, and all Other accoutrements likely to create a rattling noise, and these, with the pack horses, were left in charge of a small party, the command of which was offered to the sinking Florian, who foolishly declined, and rode with the rest to a less precipitous slope of the hills three miles distant, down which the Dragoon Guards led their chargers by the bridle, crossed the stream referred to, a small fence, and a marsh, and, remounting, made a dash for the kraal, sword in hand, from the north, while the Native Contingent formed up south of it on some open ground. The capture of Cetewayo is an event too recent to be detailed at length here. It is known how his few followers, on seeing the red-coated cavalry riding up, shouted, in unison with the Native Contingent: * The white men are here — you are taken !' Then the fallen royal savage came forth, looking weary, weak, and footsore ; and when a soldier — Tom Tyrrell — attempted to seize him, he drew himself up with an air of simple dignity, and repelled him.",jessica,,
758,"An hour^ nor yet a couple was sufficient to talk over the one half we had to say ; so we willingly accepted an invitation to dinner, I having already declared my intention of walk- ing to Mansfield Lodge, which was not less than three miles off. Dr. Tomkins, I have little doubt, fathomed my melancholy motives for this stroll ; for I perceived him cast a signi- ficant glance towards his sister, which was returned by one equally expressive of concern on her part, though not a single observation escaped them. As for myself I knew per- fectly what was passing in their minds, (for they knew of my unfortunate amour, although mistaken as to the object,) and my confusion must have been sufficiently obvious to them as quitting the Parsonage, we directed our steps towards a place which abounded with as many melancholy remembrances as my own family mansion. After following the high road for upwards of a mile, I struck into a by path, that in- tersected that lane about the very spot, where I first met with Mansfield and his daughters, when he himself was so brutally assaulted by his Irish steward. The nearer I drew to this well remembered place, the more overpowering became my feehngs ; and Foster who well knew the cause, had the kind dehcacy to Unger pur- posely behind, so as to keep me within sight without intruding upon my sorrows. At length I came to the old twisted iron gate of the avenue, the lower portion of which was matted with weeds and briars ; and alas !",jessica,,
763,"Several months past he had applied for permission to be admitted a student at the senior department of that establishment ; but other, and much more engrossing events having intervened, the college had completely vanished from his thoughts, and the pre- paration necessary for his entrance exami- nation. The month of January had already com- menced, and the cornet was summoned to appear at Sandhurst on the first of the ensuing February. Not a single book, connected with the college course, had been looked into by him— even his school arithmetic had not been refreshed — decimals, fractions, and proportion, he recollected but the names of. The cornet numbered the few days that were allowed him for preparation, and trembled. "" Every candidate,"" say the regulations for the students of the senior department of the Royal Military College, "" will have to undergo an examination previous to admission. The examination will be chiefly in the elements of geometry ; but if deemed necessary, it will be extended to other elementary puts of education requisite to qualify ham for making progress in the branches of instruction taught at the col- lege."" Pierce looked out in his pocket Johnson for the word "" geometry,"" and found that it was a noun substantive, signifying "" the science of quantity, extension, or magnitude, abstractedly considered.""",jessica,,
768,"As a rule, our friend seems to me to walk backwards and forwards too much while he's painting a canvas. I often advised him to sit more still. If you watch any of the great masters at work, I always sa}', you'll see them seated so close at their easels. and so certain of the value of every particular touch, that they never need to look at the total effect they're producing at all. That's art : that's the master's way of working. Corot said there were certain pictures of his which he never really saw in any true sense of the word till they'd been signed and framed and sold and paid for. How much better that than this perpetual niggling !' '",jessica,,
773,"""We aren't so ambitious as you seem to think ; but we do what little we can."" Lord Walter had at one time examined into the social problems arising out of excess of population, over-crowding, com- petition, drunkenness and the like, and had read a great many Blue Books bearing upon these subjects. The conclusion at which he had arrived was a disheartening one, and it made him impatient of the futile panaceas of well-meaning persons. Nevertheless, he admired Miss Shafto for engaging in a kindly work — or else he admired the work because Miss Shafto was engaged in it. Possibly, if she had been a sour- faced old maid, with a pair of spec- tacles and a dowdy gown, he would have changed the subject ; but as it was, a five- pound note was withdrawn from his pocket and placed in the young lady's white palm. ""I'll do likewise,"" said he; ''I'll do what little I can."" Whereupon Miss Shafto pointed out to him that, although five-pound notes were all very well and they were much indebted to him for his generosity, that was not quite all that he could do towards helping his less fortunate fellow-creatures. """,jessica,,
778,"Crown Svo, cloth extra, 6s. — Cheap Edition, post 8>o, portrait cover. Is. ; cloth, Is. Od. THACKERAYANA : Notes and Anecdotes. Illustrated by Hundreds of Sketches by William Makepeace Tha ckeray.",jessica,,
783,"‘It's a nice bit o' money while it lassts, but I'd ha thought Mrs. Costrell 'ad come into a deal more nor that.’ ‘Oh, but she's sich a one to spend, is Bessie,’ said John anxiously. ‘It's surprisin 'ow the money runs. It's sixpence 'ere, an sixpence there, allus dribblin, an dribblin, out ov 'er. I've allus tole 'er as she'll end 'er days on the parish.’ ‘Sixpences!’ said Watson, with a laugh. ‘It's not sixpences as Mrs.",jessica,,
788,"I take my wide-awake from the peg, set it on one side my head, and strut whistling out of the hall door. I stretch over Putney Heath, and my spirit resumes its tranquillity. I sometimes keep a little journal of my proceedings, and on referring to its pages, the scene rises before me pretty clearly to which the brief notes allude. On this day I find noted: “Friday, July 14.—B. came down to-day. Seems to require a great deal of attendance from Dr.— Row between dowagers after dinner.” “B.,” I need not remark, is Bessy. “Dr.,” of course, you know.",jessica,,
793,"In a little time after, while Sigismund remained per- ple.xed by the parting word of Basilius, his attention was attracted by the entrance of Rosaura who now ap- peared dressed in her own habiliments. She was pro- ceeding in search of Estrella, anxious at the same time to avoid the sight of Astolpho, Clotaldus having advised her to leave him in ignorance of her presence at the court of Poland. She felt grateful to Clotaldus for the interest which he appeared to take in"" her for- tunes, and readily submitted to his guidance. "" What,"" said Clarin to Sigismund, "" has pleased thee most of all that thou hast seen this morning?"" "" Nothing has surprised me,"" said Sigismund, "" for I have seen nothing here that my education did not in some measure enable me to anticipate. But if my admiration has been really moved at all, it has been by the beauty of the ladies who have left us."" At this moment perceiving Rosaura about to retire, he started forward and detaining her exclaimed. '' what do I see.",jessica,,
798,"They men- tioned the prudent design of Lord Orient to send his sisters to Lady Diana Benmore, without exposing Mrs. How- ard's faux-pas, in hopes it might be for- gotten after she had resided for some time in Glenfinlas Castle with a lady so famed for her prudence. The whole of their conversation appeared so plausible and friendly in regard to the Orients, and so feeling whenever Amelia or himself were men- tioned, that he found it almost impossi- ble ble to doubt the truth of what they said ; yet he was resolved not to con- demn his Amelia until he obtained fur- ther assurances of her infidelity. He wished to see the speakers, but did not choose to discover himself in the agi- tated state of his mind ; for he plainly understood by their discourse, that how- ever innocent his wife might be in reality, appearances were against her ; and that, to his delicate ideas of female honor, was nearly as disgraceful as actual guilt. He heard them say, that they must prepare to attend the levee ; he was obliged to do the same, and expected to have a private conference with His Majesty, therefore thought it his duty to banish, as much as possible, all ail private concerns from his mind, and devote it solely to the business of his king and country. He was received and rewarded by His Majesty as a hero ought to be : the King addressed him as the Earl of Win- fort, and ordered his patent for that honorable and gloriously acquired title to be presented to him. He was intro- duced to the Queen.",jessica,,
