passage.number,passage,annotator,nondomestic,notes
755,"Mrs. Brunton received ihcm with great cordialüy., and her piain, but komfortable dinncr was relished better by her guests from not being accom- panied by the usual excuses of being quite unprepared, and vastly sorry ihere was nothing fit to eat, which, in fact, is only a civil way of telling your guests you had rather they dined any where eise "" I am at this moment in the most disagreeable Situation/' said Mrs. Brunton, after dinner. "" I have an excellent offer for my lodgings, which at present are empty, but I know not what to do with a poor woinan who has been with nie for some time, sincc the new-comers will want every room I can spare from my own family, and she is in a very bad state of health. I have tried round the neighbourhood to get her a lodging in vain, and what is to becom3 of her I cannot teil ; she ii 6 talks, indeed, of going to Service, but I am sure she will be a long timc, if ever, before she recovers her strength."" "" What is her disorder ?"" asked Miss Wilmot. "" A nervous fever/' was the replv, "" brought on by extreme ill usagc from her husband. — About three months ago, they took my lodgings, and he pretended to have property in? America ; but I soon understood from her, that what they had had was con- verted into cash, and she was fearful Mr. Brown was dissipating it very fast. "" Poor thing !",matt,,
760,"she's up to fun. Why, bless you, my dear, we chuckled together as if we'd seen into one another's thoughts. She did not mind my cap, nor my wig ! not she ! You may call her eyes beautiful if you will. They are windows to her soul, just as eyes are meant to be ; not bits of stained glass to prevent your seeing out or in. What's the tall man's name?",matt,,
765,"But, mamma, Frank will get on, I'm sure. Kate said in her letter she knew he was doing well. He is very clever. He can paint beautifully; and it was only the other evening, at the rector}^, that Mr. Nelson said artists were just as well off as any other professional men, and as well thought of If he likes painting better than anything else, and sees his way to get on, why should he not be an artist ?"" "" Nonsense, child,"" was her mother's answer to Grace's special pleading. And then Mrs. Heath- cote explained, for the hundredth time, the reasons why Frank could never, by any possibility, be in a position to marry. "" Besides, if Kate knows he is doing very well in London, it is a strange thing they don't know where he lives.",matt,,
770,"Lady Jerningham and I made him a visit to- (iay — it was an affecting one — he -is 'indeed greatly reduced, subdued, and softened ; composure had taken place of that that elation, that agitated state of spiritSj the giving way to which had nearly proved fatal to him ;— after looking at Lady Jerningham for a minute — '' Alas ! how plainly do I read in the counte- nances of my dear friends, the anxiety and pain that I have caused them : NoWy indeed, am I punished for my childish impetuosity, in more than one instance : how thankful am I, that they are spared a greater shock — I trust in God, I may live to correct my faults, and amend my conduct."" Dr. Burton pressed his hand on the bed, but did not speak. *' We are all thankful, dear Frede- rick,"" said Lady Jerningham, "" for this happy change !""",matt,,
775,"The regular breathing of the sleeper, the ticking of a gold hunting-watch suspended at the head of the bed, and the crackling of the burning logs, were the only sounds that broke the stillness. "" I have no doubt you have been anxious, Lady Audley,-*^ Robert said, after a pause, fixing my lady's eyes as they wandered furtively to his face. '^ There is no one to whom my uncle's life can be of more value than to you. Your happiness, your prosperity, your safety depend alike upon his existence.'' The whisper in which he uttered these words was too low to reach the other side of the room where Alicia sat. Lucy Audley's eyes met those of the speaker with some gleam of triumph in their light. "" I know that,"" she said. '^",matt,,
780,"There was something, I say, pleasing in the countenance of the young man : his form was fine and athletic ; his manner of address gentle and agreeable; and so expressive was the eye that remained, that if he had had its fellow, I question whether jealousy might have permitted me to make the proposal which is contained in the next sentence. "" Harkee, young- man,"" said I, "" you seem willing to work for your wages, — 't is perhaps the same thing to you whether you work at sea or on land, or in one town or another : if you 're agreed to step on board with me, you shall have two double doubloons, and fare well, till I put you ashore at Alicante."" "" At Alicante ! "" repeated the young man in an agitated voice, the reason of which will become known by and by — "" to Alicante be it then, and God bless you for the offer;"" and thus I was provided with a servant. I must confess, that curiosity to know how the loss of an eye could be the ruin of a man, was as powerful a motive with me to engage his services, as either com- passion for his condition, or my own necessities. Before doubling Cape tie Gata, I had found some occasion for the services of an attendant, who, as it will afterwards be seen, had too much experience of the sea, to be incommoded by the white swell against which we were forced to beat all the way from Malaga; but having once rounded this cape, we ran directly for Cartha- gena, in which port we cast anchor on the fourth day. Here, although our stay was short, I did not forget the new character under which I travelled ; and in that character, contrived to get quit of some few of my pieces. I was equally charmed with the Carthagena women, and the Balsapintada wine ; weakness being the characteristic of the one, and strength of the other.",matt,,
785,"It was eighteen months since Janet Hermann had drawn her allowance. Her husband once had written in her name, saying that she was ill, but Mr. Wakefield had sent an order payable only on her signature, and it had never been acknowledged or presented ! Could Janet be living ? Or could she be in some such fitful state of prosperity as to be able to disregard 25/. .^ H€r mother spent many anxious thoughts and prayers on her, though the younger ones seemed to have almost forgotten her, so long it was since she had been a part of their family life. Nor did Bobus answer his mother's letters, though he continued to write fully and warmly to Jock.",matt,,
790,"You will want a certificate T He pauses, looking at Garden in his clear, uncompromising fashion. ' Yes,' says Garden hurriedly. * But there is no time now ; I must go.' He makes a step towards the staircase. The surgeon lays his hand upon his arm. * Your address, at least/ says he, a little sternly. Garden drags a card from his pocket and gives it to him, wrenching his arm free at the same time. '",matt,,
795,"Nothing at first was directly addressed to me, so I took no part in it. The good rector came out with really some tolerably eloquent discoursing; and the poor ladies drank up his words; oh, you should have seen them. I fancy the fair fiancée drank a little too much of them, and got rather spiritually intoxicated—at least I hope she did—as some excuse for her. As he went rolling on for an hour or more, he described the world as grinding between the nether millstone of Popery and the upper millstone of Infidelity, and yet a universal millennium was very near indeed through this Bible activity. At the end he turned sharp upon me. Of course Mr. Sutherland would feel it his duty to take the chair on so truly blessed an occasion? Now, conceive societies, with chairmen, dragging at the poor world from between two such millstones!!",matt,,
800,"He felt nearer happiness than he had felt since that fatal night. In the first place, it was an infinite relief to be away from the scene of his crime ; and in the second place, there was a world of comfort in being associated with the one woman whose influence could at once soothe and strengthen — the one woman who knew his ghastly secret,, yet had not turned from him with loathing. He could never forget that kiss upon his fore- head which had assured him of a woman's pitying love. He had taken no base advantage of that sign of tenderness ; he had not pressed his suit with the vehemence of a passion that will take no denial. He had been humble with her, as became him in the abasement of his guilt. And he was happier now, toiling for her, than he could have hoped to be. He laboured at his task all the morning, one of the sisters working with him on the inner side of the windows ; and the general result was an increase of brightness which seemed like the forerunner of spring.",matt,,
805,"come up at once for consulta- tion."" The rest of the day the owner of the Clarion spent pleasantly on the river with ^NFrs. Lane and a party of ladies, including a young Duchess, who was pretty, literary, and socialistic. At night he went down to the Clarion office, and produced a leader on the position of affairs at Damesley whifli, to the practised eye, contained one paragraph — but one only — wherein the dawn of a new policy might have been discerned. Xaturally the juxtaposition of events at the moment gave him considerable anxiety. He knew very well that the Damesley bargain could not be kept waiting. The masters were losing heavily every day, and w^ere not likely to let him postpone the execution of his part of the contract for a fortnight or so to suit his own convenience. It was like the sale of an "" old master.""",matt,,
810,"This was very different from arriving, as she had done, at Exeter, without a chance of making a single acquaintance besides her dress-maker. Moreover, she hail got through the difficulty of throwing off her weeds admi- rably; she had managed matters so that the dress of Agnes should be perfectly respectable, and yet cost her nothing for a twelvemonth ; she had just received a quarters income without any deduction, and, to. crown all, "" she never was iv better looks in her Use;"" Short, then, was the interval of discomfort that kept her inactive on first entering her lodgings. ""It was not quite such a drawing-room as that of Mrs. Peters, to be sure, but it was the most fashionable part of Clifton ; and with her man- agement, and admkable ways of contriving things, she should soon make it extremely lady -like."" "" Well, now then wc must set to work, Agnes,"" .... she said, drawing off her gloves. "" Come, Jerningham, you must not stand looking out of the window, child ; there is an im- mense deal to do before wc can be comfortable. And the first thing will be to get all the trunks up, those, that came by the waggon, and those that came with us."" """,matt,,
