passage.number,passage,annotator,nondomestic,notes
754,"Anna, sometimes I fancy it must be all a dream."" "" He went away this morning ? "" "" You must have crossed on the road ; I VOL. m. 61 am glad you were too late to see him — are you?"" Amia said, ""Yes."" "" He was miserably dejected.",svenja,,
759,"They knew not the pangs of blighted affection ; or if Lady Caroline had indeed known them, as we have been taught, she suspected not that they were the cause of her daughter's suffer- ings, and she was forced to see her pine and linger. Oh why have we hearts, if they are to be thus broken ? why are we endowed with feelings of such exquisite sensibility, if they are to be the mock of fortune, and the butt for all the shafts of disappointment and deception ; to be trampled 'l!rpJft%ithout thoug-ht by those for whom we ^ftft^e^ Mce ' felt that the sacrifice of existence would be but a light task ? And light, indeed, would it be, compared with the length of bitter years we have to drag on our heavy, heavy ^(ihain. - flaaaoiq Ji ausntjiiio.",svenja,,
764,"The eastern side, which is peculiarly rough and rugged, was formerly the chief seat of Macgregor and his clan. Occu- pying a district almost inaccessible, when roads were unknown and the country more wooded, the Macgregors were enabled to carry on a cruel as well as a predatory system of warfare on the surrounding clans; forcing contribu- tions under the title of "" black mail/""' But it would be vain to attempt to describe scenes, fitted only for the one pen, or the artist's pencil, and which can hardly bear to be tamed into description. The wanderers scarcely spoke to each other, so charmed were they by the air of stillness and solemnity around them : their dreamy as- sociations were not materialised by any thoughts of busy every-day life ; they felt the poetry, which external nature in the hour of twilight majestically creates! "" I love thee, twilight! as thy shadows roll, The calm of evening steals upon the soul ; Sublimely tender, solemnly serene, Still as the hour, enchanting as the scene ! Twilight I love thee, — let thy glooms increase Till every feeling, — every pulse — is peace!"" At the time of which we write, steamboats were not to be seen, as now they are, — daily plying, freio-hted with human loads from the land of Cockayne, all flaunting in tartans — which they confound with plaids, — while the citizen from Tooley Street '' wd' his fat wame"" in a short Hieland coat, and his puir short houghs gartered below the knee, like a "" lang legged gilly,"" surprises the North.",svenja,,
769,The Leaden Casket. I Self-Condemned. That Other Person. | Mrs. Juliet. By C. J. CUTCLIFFE HYNE. Honour of Thieves. By R. ASHE KINO. A Drawn Game. ',svenja,,
774,"That 's Miss Wallis's,"" said the old lady on the first occasion. "" It is only that the blinds are down"" — meaning to say, ""I don't see the shutters up."" "" She is very old ; her doctor is paid by the year ; and her companion knows she will never find another such a place. This shows how much longer than they do doctors and nurses could keep people alive, if they had only a mind to it. A strange world is this ! Her money is not a bit of good to her, and might be so — pleasant — to any one else."" Even Hannah began to catch the money fever.",svenja,,
779,"I no sooner found myself alone, than all I the horrors returned upon me, which are to a certain degree almost always suspend- iiv ed, when man stands in the presence of his fellow-c feature. I traversed the walk in which Penruddock had left me with a rapid pace ; I beat myself with my clenched fist upon my forehead. It was no doubt early ^ays, for me to break off all commerce with my kind, and to shut myself out from human life. But so I was constituted ; such was the effect that this incident pro* duced upon me. I felt that the d©or of manly existence had just been opened up- on me, that I had been permitted for a mo- ment to contemplate prospects that appear- ed to me delicious and rapturous (for what sensation exists more rapturous, than that which a young man experiences, when he feels for the first time, that he is counted for something substantive in the dramatis persoYKje of society, that his voice is number. ed, that his opinion is listened to, that some eyes are turned upon him to remark the part he shall act ?) — and that then the door was suddenly and violently clapped in my face* I was left alone, in the narrow line between being and no-being ; the impene- trable door of exclusion, framed of the most hardened and the thickest oak, clamped with iron, and thick studded with the larg- est nails, before me, and the precipice of annihilation behind me. I had not an inch • of ground to stand on.",svenja,,
784,"Believing that this confession would prove a salutary mecicine to fhe disordered mind of the aim f)st dying siifferer, 'Sidney, with a ten- der preparatory speech, gave him the pa- per ; but what was his aitonishmcnt, when Philip, tearing it to atoms, strewed the floor wi:h the fragments, as he accused him of forging it. This precious paper, which might have mitigated the sentence of the law, was thus placed bevond recall; time was no longer permitted foi^ discussion ; and' the now passive youth was placed between his his two sentinels, as their machine drew off, and w^as followed by that which contained his desponding, wretched friend. As his young companion was placed be- yond his reach, the wretchfd Maitland re- turned to his hotel, there to deliberate on what steps he should pursue ; but great was his surprise to find a letter waiting his arri- val, from Donna Henrietta, requesting an immediate interview, upon a matter of the last importance. Aware of the intimacy which had subsisted between her and The- resa, he hesitated not a moment in instantly complying with the invitation. His recep- tion was politely cold ; but too miserable for observation, he intreated the promised communication, as he conceived it could only relate to the recent event which had taken place. Henrietta, aware of all circumstances con- nected with her victim from her English friends, was prepared in every w^ay for her attack; she expatiated on what he already knew of the penalty incurred by Philip, and and the heinousness of the crime for which he stood fully committed, of the nun in question having actually left the Portu- guese dominions, and had been assisted thereto by the verv man now in custody : she harrowed up his soul by painting the agonies of his parents, when the knowledge of this event should reach them ; then added — '' And what account can you, Mr. Mait- land, offer of your vigilance of this pre- cious charge committed to your care, this idol of your benefactors, this being, in whose welfare the very existence of your early friends is wrapt ?",svenja,,
789,"Lady Sydney, of Sydney Pleasance ! why what is she to you i^"" *' My uncle's wife,"" replied Rosalind, with dignity. "" I asked,"" observed Margaret, as if consci- ous that the abruptness of the question de- manded some apology, '* because my brother's chosen friend is Captain Basil Sydney."" "" He is with his friend then,'' said Rosalind with great naivete^ ""for I know they arrived yes- terday at Sydney Pleasance.",svenja,,
794,"Well,"" he replied, looking intently at his seal, before pressing it down, ^' I would not advise any friend of yours to run the risk on the chance."" "" Is it, then, so very difficult in the case of a poor clerk, exposed to temptation, not only from poverty, but from seeing his employers dishonest themselves ? I would not say a word if it were one of them — men comparatively rich, with respectable characters, and yet all the while guilty of fraud — but this is such a pitiable case. Can anything be done ?"" Mr. Martock could give no opinion on a case whereof he knew nothing. The usual way, he believed, was to memorialise the Home Secre- tary.",svenja,,
799,"III. H 'but heaven forbid, my dear friend, that you should remain unblest by the society of a virtuous and beautiful woman, on whom your choice would confer the extreme of happiness, and connected with whom far different pros- pects than those which you have menti- oned would open to your view. Oh ! that you would permit me the joy of beholding your felicity, otherwise mine must always remain incomplete/ and Pamela's name escaped my lips. I re- mained for some moments silent and confused, anxiously waiting his re- ply, yet afraid of hearing it, lest it should destroy my hopes. De Ver- neuil continued leaning against the balcony at which we stood, his eyes fixed on the landscape before us, while his mind appeared preoccupied and lost in a reverie. I ventured to renew the conversation, and expatiated on Pamela's merits, reverting at the lame time to the entire similarity which existed between us.",svenja,,
804,"Why, it's my ewer, my favourite ewer, and it's all smashed to bits, and I never can match it. You careless, clumsy, good- for-nothing creature ! "" "" Please, Selina,"" whispered her distressed elder sister. "" Very well, Johanna ; you are the mis- tress, I suppose? why don't you speak to your servant ? "" Miss Leaf, in an humbled, alarmed way, first satisfied herself that no bodily injury had been sustained by Elizabeth, and then asked her how this disaster had happened — for a serious disaster she felt it was. Not only was the present loss annoying, but a servant with a talent for crockery- breaking would be a far too expensive luxury for them to think of retaining.",svenja,,
809,"He was always virtuous, humane, and honourable.” “Is her father not an outlaw for murder?” “No, sir!” “And what is he?” “His name is Sir Francis Hamilton.” “What! he who came here to-day with you, and whom his excellency esteems so much?”",svenja,,
814,"cried Mr. Chester, lazily filling his glass again, and pulling out his toothpick. “Not at all. I like Ned too—or, as you say, love him—that's the word among such near relations. I'm very fond of Ned. He's an amazingly good fellow, and a handsome fellow—foolish and weak as yet; that's all. But the thing is, Haredale—for I'll be very frank, as I told you I would at first—independently of any dislike that you and I might have to being related to each other, and independently of the religious differences between us—and damn it, that's important—I couldn't afford a match of this description. Ned and I couldn't do it.",svenja,,
819,"Spies! Tst! Yaha! Spies!” with many compliments too numerous and forcible to repeat. Funerals had at all times a remarkable attraction for Mr. Cruncher; he always pricked up his senses, and became excited, when a funeral passed Tellson's. Naturally, therefore, a funeral with this uncommon attendance excited him greatly, and he asked of the first man who ran against him: “What is it, brother?",svenja,,
824,"“I don't pretend to say that Farebrother is apostolic,” said Lydgate. “His position is not quite like that of the Apostles: he is only a parson among parishioners whose lives he has to try and make better. Practically I find that what is called being apostolic now, is an impatience of everything in which the parson doesn't cut the principal figure. I see something of that in Mr Tyke at the Hospital: a good deal of his doctrine is a sort of pinching hard to make people uncomfortably aware of him. Besides, an apostolic man at Lowick! —he ought to think, as St Francis did, that it is needful to preach to the birds.”",svenja,,
829,"For a few seconds the heavy waves rolled over Reginald Lisle's head ; but then he rose, and instantly, without knowing or willing it, struck out with strength and skill. He was an expert and practised swim- mer; and the impulse was not to be resisted. Ere he had swam half a dozen yards, and before he had fully recovered thought, his hand struck against something hard. It was a hen-coop, and he clutched it tight. It rolled round with his weight ; but he held fast, and soon found means to make it serviceable. Unty- ing his cravat, he contrived to bind himself to it in such a manner as to keep his head and shoulders above water, without spending his strength in any farther exertion than was necessary to prevent the coop from being rolled over by the waves. But the sea, as I have said, was not rough, and such small objects as the man and the frail woodwork that sup- ported him, were raised upon the bosom of the long swell, hardly feeling it.",svenja,,
834,"Her every thought was of him ; her tears, her sighs, her sobs, were loud and audible, with every symptom of deep despondency. Her prayers to the Almighty were frequent, in behalf of his soul, and that she might soon partake of the heavenly bliss with her deceased lord, there to be again united, where the wicked cease from troubling, and the weary are at rest. At this period of her lamentations, the term of which precisely I am not acquainted with, but, as far as we can con- jecture, may have been some five or six years, the lady had not lost the freshness of her beauty, nor had the morning of her days entirely flitted away. Her countenance would sometimes beam forth rays of cheerfulness, even as Aurora gladdens the eastern sky on a fine summer's morning. The portals of her eyes, the lashes of which were the finest that mortals ever beheld, inspired emo- tion within the breast, especially when they flowed forth in tears like showers in an April day ; and her voice was so soft, that it was as the southern breezes wafting the perfumes of Am- brosia. Her breathing was, in her lover's ima- gination, as the zephyrs fanning the woodbine leaves, and in fragrance resembled the nectar's balmy juice, that the industrious bees oft mistook them for Flora's beauteous rose. Her hands were as lilies of the valley ; and, gentlemen of the jury, to finish all her perfections in one word, her bosom was as white as snow, at least in the imagi- nation of that youthful lover, who is now arraigned for assault and battery upon this same beautiful lady of his acquaintance, and for which he now stands to be heard in his defence at your bar.",svenja,,
839,"They have been taught it by those who don't love you. It is because you endeavour to keep the people within bounds, that these villains, who are trying to ruin them by luring them into rebellion, have industriously labour- ed to make you suspected. You, and Cobbett, and Sir Francis, and the Major are all re- presented as but Tories in disguise, doing the work of the ministers, by keeping them quiet till they are all dead with starvation."" "" The miscreants ! "" ejaculated Philip ; '' but I cannot believe that things are so bad, so abruptly changed. I must go and see for myself."" *^ For heaven's sake,"" said Lawrence, ""don't be so rash.",svenja,,
844,"I thought he could never pass unnoticed. If you had said he was haughty, or contemptuous "" '' But I don't think he is at all. He looks a little proud, perhaps, but I think it is only because he is so tall and slender. I am sure he was quite condescending to talk to me."" "" I believe you like him a little after all."" There was a touch of vexation in Charlotte's voice. "" I don't dislike him. And then, he is Horace's friend, and he saved his life ; uncle told me all about it the day after I came.""",svenja,,
849,"George was amiable and rational, but even he knew not how to keep within bounds, where money was the question ; yet Mr. Cooper would willingly have given him his daughter, who was kept in Hanover-square as a sort of guard over the property, on which Mr. Cooper had a claim of five thousand pounds; this, with an additional ten, he would cheerfully have given with his daughter to George ; but George could not forget the elegant, tender object of his first affections so much, as to replace her by the good-heart- ed, vulgar daughter of his wine-merchant. — "" No,"" said he to Augusta, "" I could do without wine, or make any sacrifice to pay the five thousand pounds, except the one required ; but to sacrifice taste, sentiment, and and affection, and to barter independence for a maintenance, is too much !"" It is however a query whether George would have been equal to a sacrifice of any kind, had it come to the point. We are all creatures of habit and education, and both habit and education with George spoke only of indulgence. While lady Emilia and captain Greaves kept the colonel in their power by gam- bling, sir Edward Hargrave, a worn-out disgusting debauchee, advanced at various times considerable sums to release him from difficulties, for which he took bonds ; but as Eleonora opened into beauty, and became renowned as a sparkler, the ba- ronet turned his eyes on her; and well aware that any dishonourable proposal would be deeply resented by all the proud family, he screwed up his courage to the pitch, and fairly offered himself and large property. Had it fortunately happened that Eleo- nora's heart had known no prepossession, it it is possible that vanity would have easily overcome repugnance ; but Eleonora loved and was beloved by an honourable, vir- tuous man.",svenja,,
